Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Erdafitinib	Erdafitinib	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	3.019999981	I
Erdafitinib	Erdafitinib	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	2.289999962	I
Erdafitinib	Erdafitinib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	1.139999986	I
Erdafitinib	Erdafitinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	36.29999924	I
Erdafitinib	Erdafitinib	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	5.619999886	I
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	18024399	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	18549246	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	20454509	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	17884638	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	16781199	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	20196133	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	15802532	NA	NA	NA	II
Melphalan	Melphalan	DNA	DNA	null	Homo sapiens	DrugBank	18324787	NA	NA	NA	II
GDC-0879	GDC-0879	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22037378	IC50	=		III
GDC-0879	GDC-0879	BRAF	Protein	P15056	Homo sapiens	IUPHAR	18676143	IC50	=		III
Vemurafenib	Vemurafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	23094782	NA	NA	NA	II
Vemurafenib	Vemurafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Vemurafenib	Vemurafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22808911	IC50	=	100	III
Vemurafenib	Vemurafenib	RAF1	Protein	P04049	Homo sapiens	IUPHAR	22808911	IC50	=		III
Vemurafenib	Vemurafenib	RAF1	Protein	P04049	Homo sapiens	IUPHAR	26343583	IC50	=		III
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QB	Protein	P02746	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QB	Protein	P02746	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QA	Protein	P02745	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QA	Protein	P02745	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11432892	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	10942240	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11342449	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	IUPHAR	10720144	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11249747	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	20564405	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11410481	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1S	Protein	P09871	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1S	Protein	P09871	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QC	Protein	P02747	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1QC	Protein	P02747	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1R	Protein	P00736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	C1R	Protein	P00736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	9649182	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	9815888	NA	NA	NA	II
JAK2 Inhibitor AZD1480	JAK2 Inhibitor AZD1480	JAK2	Protein	O60674	Homo sapiens	IUPHAR	18775810	IC50	=	8	III
JAK2 Inhibitor AZD1480	JAK2 Inhibitor AZD1480	JAK3	Protein	P52333	Homo sapiens	IUPHAR	18775810	IC50	=	3630	III
JAK2 Inhibitor AZD1480	JAK2 Inhibitor AZD1480	JAK1	Protein	P23458	Homo sapiens	IUPHAR	21138246	IC50	<	3	III
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	1277199	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	2334681	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	8183243	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17089011	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17016621	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17578914	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17010609	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17351394	NA	NA	NA	II
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	11430001	IC50	=	1000	III
Ruxolotinib	Ruxolotinib	JAK1	Protein	P23458	Homo sapiens	DrugBank	23061804	NA	NA	NA	II
Ruxolotinib	Ruxolotinib	JAK1	Protein	P23458	Homo sapiens	DrugBank	23514013	NA	NA	NA	II
Ruxolotinib	Ruxolotinib	JAK1	Protein	P23458	Homo sapiens	IUPHAR	23061660	IC50	=		III
Ruxolotinib	Ruxolotinib	JAK1	Protein	P23458	Homo sapiens	IUPHAR	20130243	IC50	=		III
Ruxolotinib	Ruxolotinib	TYK2	Protein	P29597	Homo sapiens	IUPHAR	23061660	IC50	=	0.550000012	III
Ruxolotinib	Ruxolotinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	23061660	IC50	=	3.220000029	III
Ruxolotinib	Ruxolotinib	JAK2	Protein	O60674	Homo sapiens	DrugBank	23061804	NA	NA	NA	II
Ruxolotinib	Ruxolotinib	JAK2	Protein	O60674	Homo sapiens	DrugBank	23514013	NA	NA	NA	II
Ruxolotinib	Ruxolotinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	23061660	IC50	=		III
Ruxolotinib	Ruxolotinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	20130243	IC50	=		III
PH-797804	PH-797804	MAPK14	Protein	Q16539	Homo sapiens	IUPHAR	NA_IUPHAR	Ki	=	2.900000095	I
PH-797804	PH-797804	MAPK11	Protein	Q15759	Homo sapiens	IUPHAR	21620699	Ki	=	40	III
Sacituzumab	Sacituzumab	TACSTD2	Protein	P09758	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Sapanisertib	Sapanisertib	MTOR	Protein	P42345	Homo sapiens	IUPHAR	22367541	Ki	=	1.399999976	III
Sapanisertib	Sapanisertib	MTOR	Protein	P42345	Homo sapiens	IUPHAR	22367541	IC50	=	1	III
Sapanisertib	Sapanisertib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	22367541	IC50	=	221	III
Sapanisertib	Sapanisertib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	22367541	IC50	=	219	III
Sapanisertib	Sapanisertib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	22367541	IC50	=	230	III
Tivozanib	Tivozanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	23098265	IC50	=	0.209999993	III
Tivozanib	Tivozanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	23098265	IC50	=	0.239999995	III
Tivozanib	Tivozanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	23098265	IC50	=	0.159999996	III
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	11259619	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	11069027	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	12907443	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	16015501	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	11688997	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	18398832	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	18425818	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	11352938	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	20072836	NA	NA	NA	II
Decitabine	Decitabine	DNMT1	Protein	P26358	Homo sapiens	DrugBank	17023173	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	17925555	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	17163808	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	18398832	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	18425818	NA	NA	NA	II
Decitabine	Decitabine	DNA	DNA	null	Homo sapiens	DrugBank	17023173	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1R	Protein	P00736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1R	Protein	P00736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	VEGFA	Protein	P15692	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Bevacizumab	Bevacizumab	VEGFA	Protein	P15692	Homo sapiens	DrugBank	15705858	NA	NA	NA	II
Bevacizumab	Bevacizumab	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=		I
Bevacizumab	Bevacizumab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Bevacizumab	Bevacizumab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Neratinib	Neratinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	15173008	IC50	=	92	III
Neratinib	Neratinib	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	22037378	Kd	=	6	III
Neratinib	Neratinib	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	15173008	IC50	=	59	III
Necitumumab	Necitumumab	EGFR	Protein	P00533	Homo sapiens	DrugBank	20197484	NA	NA	NA	II
Necitumumab	Necitumumab	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	0.319999993	I
Lenalidomide	Lenalidomide	PTGS2	Protein	P35354	Homo sapiens	DrugBank	12720152	NA	NA	NA	II
Lenalidomide	Lenalidomide	PTGS2	Protein	P35354	Homo sapiens	DrugBank	15598423	NA	NA	NA	II
Lenalidomide	Lenalidomide	CRBN	Protein	Q96SW2	Homo sapiens	DrugBank	22966948	NA	NA	NA	II
Lenalidomide	Lenalidomide	TNFSF11	Protein	O14788	Homo sapiens	DrugBank	19370685	NA	NA	NA	II
Lenalidomide	Lenalidomide	TNFSF11	Protein	O14788	Homo sapiens	DrugBank	17369076	NA	NA	NA	II
Lenalidomide	Lenalidomide	CDH5	Protein	P33151	Homo sapiens	DrugBank	18805433	NA	NA	NA	II
Blinatumomab	Blinatumomab	CD3E	Protein	P07766	Homo sapiens	IUPHAR	12209608	Kd	=	100	III
Blinatumomab	Blinatumomab	CD19	Protein	P15391	Homo sapiens	DrugBank	25883042	NA	NA	NA	II
Blinatumomab	Blinatumomab	CD19	Protein	P15391	Homo sapiens	IUPHAR	12209608	Kd	=	1	III
Blinatumomab	Blinatumomab	CD3D	Protein	P04234	Homo sapiens	DrugBank	25883042	NA	NA	NA	II
Fedratinib	Fedratinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	21106455	IC50	=	3	III
Fedratinib	Fedratinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	18394554	IC50	=	3	III
Fedratinib	Fedratinib	TYK2	Protein	P29597	Homo sapiens	IUPHAR	21106455	IC50	=	150	III
Fedratinib	Fedratinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	21106455	IC50	=	1000	III
Fedratinib	Fedratinib	BRD4	Protein	O60885	Homo sapiens	IUPHAR	24584101	Kd	=	164	III
Fedratinib	Fedratinib	JAK1	Protein	P23458	Homo sapiens	IUPHAR	21106455	IC50	=	100	III
Leucovorin Calcium	Leucovorin Calcium	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Leucovorin Calcium	Leucovorin Calcium	TYMS	Protein	P04818	Homo sapiens	DrugBank	16251201	NA	NA	NA	II
Leucovorin Calcium	Leucovorin Calcium	TYMS	Protein	P04818	Homo sapiens	DrugBank	15025795	NA	NA	NA	II
Leucovorin Calcium	Leucovorin Calcium	TYMS	Protein	P04818	Homo sapiens	DrugBank	12453856	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	1	I
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	15498923	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	12907245	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	16111654	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	16555127	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	17126817	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	12890675	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	12960015	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	19428322	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	14502105	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	14500570	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	12086935	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	17307971	NA	NA	NA	II
Metformin	Metformin	PRKAB1	Protein	Q9Y478	Homo sapiens	DrugBank	14871885	NA	NA	NA	II
Indisulam	Indisulam	CA7	Protein	P43166	Homo sapiens	IUPHAR	23965175	Ki	=	122	III
Indisulam	Indisulam	CA1	Protein	P00915	Homo sapiens	IUPHAR	23965175	Ki	=	31	III
Indisulam	Indisulam	CA12	Protein	O43570	Homo sapiens	IUPHAR	23965175	Ki	=	3.400000095	III
Cabazitaxel	Cabazitaxel	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Cabazitaxel	Cabazitaxel	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Cabazitaxel	Cabazitaxel	TUBB1	Protein	Q9H4B7	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Osimertinib	Osimertinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	26522274	NA	NA	NA	II
Osimertinib	Osimertinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=		I
Entospletinib	Entospletinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	24779514	IC50	=	7.699999809	III
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17635814	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17363735	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17598841	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	16477002	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RG	Protein	P31785	Homo sapiens	DrugBank	17083048	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16596189	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16477002	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16569767	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16617454	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RB	Protein	P14784	Homo sapiens	DrugBank	16542139	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17530023	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	10207608	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16864089	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	16767920	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17584597	NA	NA	NA	II
Aldesleukin	Aldesleukin	IL2RA	Protein	P01589	Homo sapiens	DrugBank	17216565	NA	NA	NA	II
Plerixafor	Plerixafor	CCR4	Protein	P51679	Homo sapiens	IUPHAR	16815309	IC50	=	651	III
Plerixafor	Plerixafor	ACKR3	Protein	P25106	Homo sapiens	IUPHAR	19255243	NA	NA	NA	II
Plerixafor	Plerixafor	ACKR3	Protein	P25106	Homo sapiens	IUPHAR	20956518	NA	NA	NA	II
