Drug	Target_Name	UniProt_ID	Target_Org	PubMedIDs
Muromonab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Muromonab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Muromonab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Muromonab	Complement C1s subcomponent	P09871	Human	17016423|17139284
Muromonab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Muromonab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Muromonab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Muromonab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Digoxin Immune Fab (Ovine)	Digoxin	null	Human	17516918|17016423|16946442|12194938|17139284|17630695
Ibritumomab tiuxetan	B-lymphocyte antigen CD20	P11836	Human	12011122|15045033|20113680|10541376|11752352|11418316|11879282
Ibritumomab tiuxetan	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Ibritumomab tiuxetan	Complement C1r subcomponent	P00736	Human	17016423|17139284
Ibritumomab tiuxetan	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Ibritumomab tiuxetan	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Ibritumomab tiuxetan	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Ibritumomab tiuxetan	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Ibritumomab tiuxetan	Complement C1s subcomponent	P09871	Human	17016423|17139284
Ibritumomab tiuxetan	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Ibritumomab tiuxetan	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Ibritumomab tiuxetan	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Ibritumomab tiuxetan	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Daptomycin	Bacterial outer membrane	null		16553491|16805723|15271353|17685866
Daptomycin	Lipoteichoic acid synthesis	null	Gram positive bacteria	9158727|2168145
Tositumomab	B-lymphocyte antigen CD20	P11836	Human	14748653|13129395|11752352|12899647|15023434|11418316|11879282
Tositumomab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Tositumomab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Tositumomab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Tositumomab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Tositumomab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Tositumomab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Tositumomab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Tositumomab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Tositumomab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Tositumomab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Pegvisomant	Growth hormone receptor	P10912	Human	17322491|19820031|20595800|11752352
Botulinum Toxin Type A	Synaptosomal-associated protein 25	P60880	Human	15484814|16831062|14644446|15749336|11752352|15222581
Botulinum Toxin Type A	Rho-related GTP-binding protein RhoB	P62745	Human	15140914
Pancrelipase	Dietary fat	null	Human	11150608
Pancrelipase	Dietary protein	null	Human	7845208
Pancrelipase	Dietary starch	null	Human	15005645
Streptokinase	Plasminogen	P00747	Human	10664583|10631997|10581996|10569766|11752352|10726310
Streptokinase	Proteinase-activated receptor 1	P25116	Human	10666203
Alemtuzumab	CAMPATH-1 antigen	P31358	Human	10520035|19479612|10366506|11752352|10092828|10573085|10744652|19343298
Alemtuzumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	9337053|8707338|9020367
Alemtuzumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Alemtuzumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Alemtuzumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Alemtuzumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Alemtuzumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	15217834
Alemtuzumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Alemtuzumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	15217834
Alemtuzumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Alemtuzumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Alglucerase	Glucocerebroside	null	Human	20301446
Capromab	Glutamate carboxypeptidase 2	Q04609	Human	11016653|9792131|15882479|11752352|9508077
Laronidase	Iduronic acid	null	Human	16283671|17016423|4269173|1554373|17139284
Cyclosporine	Calcium signal-modulating cyclophilin ligand	P49069	Human	20927389|17016423|20674565|20637127|17139284|20602248
Cyclosporine	Calcineurin subunit B type 2	Q96LZ3	Human	17016423|20674565|17139284
Cyclosporine	Peptidyl-prolyl cis-trans isomerase A	P62937	Human	16849427|20368803|20637127|16641261|17461417|17609268
Cyclosporine	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	P30405	Human	6238408
Alefacept	T-cell surface antigen CD2	P06729	Human	17555598|11970990|17403057|12795770|11752352|14968366
Alefacept	Complement C1r subcomponent	P00736	Human	17016423|17139284
Alefacept	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Alefacept	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Alefacept	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Alefacept	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	12795239|17016423|11970990|17139284
Alefacept	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Alefacept	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Alefacept	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Alefacept	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Alefacept	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	11970990
Felypressin	Vasopressin V1a receptor	P37288	Human	17016423|17139284|11752352|18655903
Urofollitropin	Follicle-stimulating hormone receptor	P23945	Human	11299519|2108722|8319832|8070368|11752352|7755615
Efalizumab	Integrin alpha-L	P20701	Human	19170413|17053736|11752352
Efalizumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Efalizumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Efalizumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Efalizumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Efalizumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Efalizumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Efalizumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Efalizumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Efalizumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Efalizumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Choriogonadotropin alfa	Lutropin-choriogonadotropic hormone receptor	P22888	Human	12606382|15967102|17059863
Choriogonadotropin alfa	Follicle-stimulating hormone receptor	P23945	Human	9027352|17059863|20374735|11752352
Anti-thymocyte Globulin (Rabbit)	T-cell surface glycoprotein CD1a	P06126	Human	17016423|17139284|11752352
Anti-thymocyte Globulin (Rabbit)	Major histocompatibility complex class I-related gene protein	Q95460	Human	12586600
Anti-thymocyte Globulin (Rabbit)	Integrin alpha-L	P20701	Human	12586600
Anti-thymocyte Globulin (Rabbit)	T-lymphocyte activation antigen CD86	P42081	Human	12586600
Anti-thymocyte Globulin (Rabbit)	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	12586600
Anti-thymocyte Globulin (Rabbit)	T-cell surface glycoprotein CD4	P01730	Human	12586600
Anti-thymocyte Globulin (Rabbit)	Integrin beta-1	P05556	Human	12586600
Anti-thymocyte Globulin (Rabbit)	Integrin alpha-V	P06756	Human	12586600
Anti-thymocyte Globulin (Rabbit)	Integrin beta-3	P05106	Human	12586600
Filgrastim	Granulocyte colony-stimulating factor receptor	Q99062	Human	15949269|17001306|17494858|17127322|16033816
Filgrastim	Neutrophil elastase	P08246	Human	16245075|17475913|15353486|12393522|14657210|17311988
Coagulation Factor IX	Coagulation factor X	P00742	Human	10919405|1391956|9079657|659613|11752352|10933803|8083242
Coagulation Factor IX	Coagulation factor XI	P03951	Human	659613|10593931|11342438
Coagulation Factor IX	Coagulation factor VII	P08709	Human	10498586|10938981|10617609|659613|10192655|10381508
Coagulation Factor IX	Coagulation factor VIII	P00451	Human	12719776|11150722|659613|16476097|14598591|12826528
Coagulation Factor IX	Prothrombin	P00734	Human	10498586|10648407|10499904|10499905|11019961
Coagulation Factor IX	Prolow-density lipoprotein receptor-related protein 1	Q07954	Human	17016423|12522212|17139284
Coagulation Factor IX	Vitamin K-dependent gamma-carboxylase	P38435	Human	9115224|14660587|9748333|9141486|8506307
Becaplermin	Platelet-derived growth factor receptor beta	P09619	Human	18686746
Becaplermin	Platelet-derived growth factor receptor alpha	P16234	Human	10070317|14506245|12632922|7665222|1702511
Becaplermin	Alpha-2-macroglobulin	P01023	Human	7541796|1697862
Agalsidase beta	Globotriaosylceramide	null	Human	20464743|19852524|19725195
Octreotide	Somatostatin receptor type 1	P30872	Human	16223973|16625841|15103227|16625842|16438887
Octreotide	Somatostatin receptor type 5	P35346	Human	16625841|16809928|16625842|16438887|16086874
Octreotide	Somatostatin receptor type 2	P30874	Human	19537708|11752352
Interferon Alfa-2b, Recombinant	Interferon alpha/beta receptor 2	P48551	Human	17016423|17139284|11752352|7584665
Interferon Alfa-2b, Recombinant	Interferon alpha/beta receptor 1	P17181	Human	17016423|10567921|17139284|11752352
Abarelix	Gonadotropin-releasing hormone receptor	P30968	Human	16985933
Oxytocin	Oxytocin receptor	P30559	Human	18655883|15646817|20108008|20104850|21208749
Oxytocin	Oxytocin-neurophysin 1	P01178	Human	1486803|17016423|6687626
Natalizumab	Integrin alpha-4	P13612	Human	16634035|16268663|17461891|11752352|9389694
Natalizumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Natalizumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Natalizumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Natalizumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Natalizumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Natalizumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Natalizumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Natalizumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Natalizumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Natalizumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Natalizumab	Intercellular adhesion molecule 1	P05362	Human	11752352
Enfuvirtide	Envelope glycoprotein	Q53I07	Human immunodeficiency virus 1	16160172|17016423|17053353|16891628|17139284
Palivizumab	Fusion glycoprotein F0	P13843	Human respiratory syncytial virus B (strain 18537)	20519399|20166098|17990791
Palivizumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Palivizumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Palivizumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Palivizumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Palivizumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Palivizumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Palivizumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Palivizumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Palivizumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Palivizumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Daclizumab	Interleukin-2 receptor subunit alpha	P01589	Human	10607689|16908318|16304857|8600944|11752352|17564638|19788505
Daclizumab	Interleukin-2 receptor subunit beta	P14784	Human	2647626|15022409|12372041|15814281|11752352|2571203
Daclizumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	1835892|2415663|2335478|1900882|8097750
Daclizumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Daclizumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Daclizumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Daclizumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Daclizumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Daclizumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	1828823
Daclizumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Daclizumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Daclizumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Bevacizumab	Vascular endothelial growth factor A	P15692	Human	15705858|11752352
Bevacizumab	Low affinity immunoglobulin gamma Fc region receptor III-B	O75015	Human	17016423|17139284
Bevacizumab	Complement C1r subcomponent	P00736	Human	17016423|17139284
Bevacizumab	Complement C1q subcomponent subunit A	P02745	Human	17016423|17139284
Bevacizumab	Complement C1q subcomponent subunit B	P02746	Human	17016423|17139284
Bevacizumab	Complement C1q subcomponent subunit C	P02747	Human	17016423|17139284
Bevacizumab	Low affinity immunoglobulin gamma Fc region receptor III-A	P08637	Human	17016423|17139284
Bevacizumab	High affinity immunoglobulin gamma Fc receptor I	P12314	Human	17016423|17139284
Bevacizumab	Low affinity immunoglobulin gamma Fc region receptor II-a	P12318	Human	17016423|17139284
Bevacizumab	Low affinity immunoglobulin gamma Fc region receptor II-b	P31994	Human	17016423|17139284
Bevacizumab	Low affinity immunoglobulin gamma Fc region receptor II-c	P31995	Human	17016423|17139284
Arcitumomab	Carcinoembryonic antigen-related cell adhesion molecule 1	P13688	Human	12865871|9389396
Pyridoxal Phosphate	Alanine--glyoxylate aminotransferase 2, mitochondrial	Q9BYV1	Human	17016423|6703688|17139284|7592550
Pyridoxal Phosphate	Glutamate decarboxylase 1	Q99259	Human	15381280|11488610|12535612|15686475|12067524
Pyridoxal Phosphate	Cystathionine beta-synthase	P35520	Human	12173932|12644499|15196993|15365998|11948191
Pyridoxal Phosphate	Kynureninase	Q16719	Human	17300176|11985583|12204580|14756555
Pyridoxal Phosphate	Serine hydroxymethyltransferase, cytosolic	P34896	Human	17016423|7526359|9305893|10592235|3143355|17139284
Pyridoxal Phosphate	Cysteine desulfurase, mitochondrial	Q9Y697	Human	16310786|12860127|12196163|17469805|12119030
Pyridoxal Phosphate	Aspartate aminotransferase, cytoplasmic	P17174	Human	12167474|11888303|16925884|11752352|11340119
Pyridoxal Phosphate	Ornithine aminotransferase, mitochondrial	P04181	Human	17016423|10592235|17139284
Pyridoxal Phosphate	Ornithine decarboxylase	P11926	Human	12672797|12627959|12460114|15476392|11683631
Pyridoxal Phosphate	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Q8N5Z0	Human	15016471|12126930
Pyridoxal Phosphate	4-aminobutyrate aminotransferase, mitochondrial	P80404	Human	14567543|17531224|16096275|15723541|14534310|11752352
Pyridoxal Phosphate	Pyridoxine-5'-phosphate oxidase	Q9NVS9	Human	16207494|17032564|16538088|17216302|15772097
