Drug	Synonym	
Thiotepa	N,N', N''-Triethylenethiophosphoramide	
Thiotepa	Tespamin	
Thiotepa	TESPA	
Thiotepa	Thiophosphoramide	
Thiotepa	thiotepa	
Thiotepa	Triethylene thiophosphoramide	
Thiotepa	Thiotepa	
Thiotepa	1,1',1"-phosphinothioylidynetrisaziridine	
Thiotepa	WR 45312	
Thiotepa	1,1',1''-Phosphinothioylidynetrisaziridine	
Thiotepa	Oncotiotepa	
Pertuzumab	Monoclonal Antibody 2C4	
Pertuzumab	Perjeta	
Pertuzumab	2C4	
Pertuzumab	Pertuzumab	
Pertuzumab	RO4368451	
Pertuzumab	2C4 Antibody	
Pertuzumab	rhuMAb2C4	
Pertuzumab	Immunoglobulin G1, Anti-(Human V (Receptor)) (Human-Mouse Monoclonal 2C4 Heavy Chain), Disulfide with Human-Mouse Monoclonal 2C4 Kappa-Chain, Dimer	
Pertuzumab	pertuzumab	
Pertuzumab	MoAb 2C4	
Pertuzumab	PERTUZUMAB	
Ponatinib Hydrochloride	Multitargeted_Receptor_Tyrosine_Kinase_Inhibitor_AP24534	
Ponatinib Hydrochloride	PONATINIB	
Ponatinib Hydrochloride	AP-24534	
Ponatinib Hydrochloride	AP24534	
Ponatinib Hydrochloride	Benzamide, 3-(2-Imidazo(1,2-B)Pyridazin-3-Ylethynyl)-4-Methyl-N-(4-((4-Methyl-1- Piperazinyl)Methyl)-3-(Trifluoromethyl)Phenyl)	
Ponatinib Hydrochloride	Benzamide, 3-(2-Imidazo(1,2-B)Pyridazin-3-Ylethynyl)-4-Methyl-N-(4-((4-Methyl-1- Piperazinyl)Methyl)-3-(Trifluoromethyl)Phenyl)-, Hydrochloride (1:1)	
Ponatinib Hydrochloride	Ponatinib Hydrochloride	
Ponatinib Hydrochloride	AP24534 HCl	
Ponatinib Hydrochloride	PONATINIB HYDROCHLORIDE	
Ponatinib Hydrochloride	Ponatinib	
Sorafenib Tosylate	sorafenib tosylate	
Sorafenib Tosylate	BAY_43-9006	
Sorafenib Tosylate	Sorafenib Tosylate	
Sorafenib Tosylate	sorafenib	
Sorafenib Tosylate	SORAFENIB TOSYLATE	
Sorafenib Tosylate	Sorafenib	
Sorafenib Tosylate	BAY 43-9006 Tosylate	
Sorafenib Tosylate	BAY 54-9085	
Sorafenib Tosylate	4-(4-(3-(4-Chloro-3-trifluoromethylphenyl)ureido)phenoxy)pyridine-2-carboxyllic Acid Methyamide-4-methylbenzenesulfonate Tosylate	
Sorafenib Tosylate	SORAFENIB	
Sorafenib Tosylate	BAY 43-9006	
Sorafenib Tosylate	Nexavar	
Dinutuximab	DINUTUXIMAB	
Dinutuximab	Ch 14.18UTC	
Dinutuximab	Dinutuximab	
Dinutuximab	MOAB Ch14.18	
Dinutuximab	Monoclonal_Antibody_Ch14_18	
Dinutuximab	Ch14.18	
Dinutuximab	Unituxin	
Dinutuximab	monoclonal antibody Ch14.18	
