Drug	IUPHAR	DrugBank	Sorger_KinaseResourcee	BindingDB	TTD	Synonym_Deck_Size + 	Synonyms 
Rolapitant Hydrochloride	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	No	13	SCH619734|1,7-diazaspiro(4.5)decan-2-one, 8-(((1R)-1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)methyl)-8-phenyl-, (5S,8S)-|ROLAPITANT HYDROCHLORIDE|1,7-Diazaspiro(4.5)decan-2-one, 8-(((1R)-1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)methyl)-8-phenyl-, Monohydrochloride, Monohydrate, (5S,8S)-|Rolapitant Monohydrochloride Monohydrate|Rolapitant|Rolapitant Hydrochloride|SCH-619734|Varubi|ROLAPITANT|Rolapitant HCl|Rolapitant Hydrochloride Monohydrate|Rolapitant_Hydrochloride|
Tamatinib	IUPHAR_Yes	DrugBank_Yes	No	No	No	1	"|
2-Hydroxyoleic Acid	No	No	No	No	No	4	Minerval|2-OHOA|2OHOA|2-Hydroxyoleic Acid|
Lenvatinib Mesylate	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	No	11	E7080|Lenvatinib Mesylate|LENVATINIB|ER-203492-00|4-[3-Chloro-4-(N'-cyclopropylureido)phenoxy]7-methoxyquinoline-6-carboxamide Mesylate|Multi-Kinase Inhibitor E7080|Lenvima|6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]amino]phenoxy]- 7-methoxy-, methanesulfonate (1:1)|LENVATINIB MESYLATE|Lenvatinib|6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]amino]phenoxy]- 7-methoxy-|
Temsirolimus	IUPHAR_Yes	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	10	CCI-779 Rapamycin Analog|temsirolimus|42-(3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate)rapamycin|CCI-779|TEMSIROLIMUS|Torisel|Rapamycin Analog CCI-779|Temsirolimus|Rapamycin Analog|Cell Cycle Inhibitor 779|
Imatinib Mesylate	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	15	Imatinib|STI571|CGP57148B|STI 571|4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide|Gleevec|imatinib mesylate|Imatinib Mesylate|4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide Monomethanesulfonate|CGP 57148|IMATINIB|Glivec|STI-571|IMATINIB MESYLATE|Imatinib_Base|
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	IUPHAR_Yes	No	No	No	No	2	FLT3/ABL/Aurora Kinase Inhibitor KW-2449|KW-2449|
Lestaurtinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	7	9,12-Epoxy-1H-diindolo(1,2,3-fg:3',2',1'-kl)pyrrolo(3,4-i)(1,6)benzodiazocin-1-one, 2,3,9,10,11,12-hexahydro-10-hydroxy-10-(hydroxymethyl)-9-methyl-, (9S,10S,12R)-|Lestaurtinib|CEP-701|SPM-924|KT-5555|LESTAURTINIB|lestaurtinib|
Liposomal Doxorubicin 	IUPHAR_Yes	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	1	doxorubicin|
Masitinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	No	2	Masivet|Kinavet|
DHA-Paclitaxel	No	No	No	No	No	5	Taxoprexin|Docosahexaenoic Acid-Paclitaxel conjugate|DHA-Paclitaxel|DHA-paclitaxel|TXP|
OPCs/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule	No	No	No	No	No	3	OPCs/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule|MB-6|Oligomeric Proanthocyanidins/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule|
B-Raf/VEGFR-2 Inhibitor RAF265	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	4	B-Raf/VEGFR-2 Inhibitor RAF265|RAF-265|CHIR-265|RAF265|
Denileukin Diftitox	No	DrugBank_Yes	No	No	TTD_Yes	14	Interleukin-2 Fusion Protein|Denileukin_Diftitox|DENILEUKIN DIFTITOX|DAB389 Interleukin-2|DAB(389)IL-2|DAB389 Interleukin-2 Immunotoxin|denileukin diftitox|Denileukin Diftitox|DAB389IL2|Ontak|DAB389IL-2|Interleukin-2 Fusion Toxin|LY335348|DAB(389)-Interleukin-2|
Sirolimus	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	9	"9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-Hexadecahydro-9,27-dihydroxy-3-((1R)-2-((1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl)-1-methylethyl)-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-23,27-epoxy-3H-pyrido(2,1-c)(1,4)oxaazacyclohentriacontine-1,5,11,2"|SLM|RAPA|SILA 9268A|AY 22989|WY-090217|Rapamycin|RAPAMUNE|rapamycin|
Gemcitabine Hydrochloride Emulsion	No	No	No	No	No	2	D07001-F4|Gemcitabine Hydrochloride Emulsion|
Lovastatin	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	LOVASTATIN|Mevacor|(2S)-2-Methylbutanoic Acid, (1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-Hexahydro-3,7-dimethyl-8-[2-[(2R,4R)-tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl]ethyl]-1-naphthalenyl Ester|Lovastatin|Lovastatin Sodium|Monacolin K|lovastatin|Mevinolin|
Vistusertib	No	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	VISTUSERTIB|AZD2014|AZD 2014|Benzamide, 3-(2,4-Bis((3S)-3-methyl-4-morpholinyl)pyrido(2,3-d)pyrimidin-7-yl)-N-methyl-|Vistusertib|AZD-2014|
Procarbazine Hydrochloride	No	DrugBank_Yes	No	No	TTD_Yes	36	Natulan|Procarbazine|N-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide|Ro 4-6467/1|PCZ|p-(N'-methylhydrazinomethyl)-N-isopropylbenzamide hydrochloride|Ibenzmethyzine hydrochloride|N-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide Hydrochloride|NCI-C01810|Benzamide, N-(1-methylethyl)-4-[(2-methylhydrazino) methyl]-, monohydrochloride (9CI)|PROCARBAZINE|N-isopropyl-alpha-(2-methylhydrazino)-p-toluamide Hydrochloride|PROCARBAZINE HYDROCHLORIDE|procarbazine hydrochloride|N-4-isopropylcarbamoylbenzyl-N'-methylhydrazine|Natunalar|p-Toluamide, N-isopropyl-.alpha.-(2-methylhydrazino)-, monohydrochloride (8CI)|MIH hydrochloride|Procarbazine Hydrochloride|p-(N'-methylhydrazinomethyl)-N-isopropylbenzamide|Procarbazine_Base|N-Methylhydrazine|Matulane|PCB|procarbazine|Benzethyzin|PCB hydrochloride|PCB Hydrochloride|p-toluamide, N-isopropyl-alpha-(2-methylhydrazino)-, monohydrochloride (8CI)|Natulanar|Ibenzmethyzin|Ro 4 6467/1|N-isopropyl-alpha-(2-methylhydrazino)-p-toluamide|N-4-isopropylcarbamoylbenzyl-N'-methylhydrazine Hydrochloride|Procarbazin|benzamide, N-(1-methylethyl)-4-[(2-methylhydrazino) methyl]-, monohydrochloride (9CI)|
Niraparib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	4	MK-4827|MK4827|Niraparib|NIRAPARIB|
Aprepitant	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	Aprepitant|aprepitant|MK-0869|L-754030|APREPITANT|ONO-7436|Emend|5-(((2R,3S)-2-((1R)-1-(3,5-bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)-4-morpholinyl)methyl)-1,2-dihydro-3H-1,2,4-Triazol-3-one|
Polymer-encapsulated Luteolin Nanoparticle	No	No	No	No	No	5	Nanoluteolin|Nanoparticle-based Luteolin|3',4',5,7-Tetrahydroxyflavone-encapsulated Polymer Nanoparticles|Nano-luteolin|Polymer-encapsulated Luteolin Nanoparticle|
KI20227	No	No	No	No	No	1	"N-[4-[(6,7-dimethoxy-4-quinolinyl)oxy]-2-methoxyphenyl]-N'-[1-(2-thiazolyl)ethyl]-urea"|
Celecoxib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	Benzenesulfonamide, 4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]-|Celebrex|4-(5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)benzenesulfonamide|celecoxib|SC-58635|Celecoxib|CELECOXIB|YM 177|
Axitinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	7	AG-013736|AXITINIB|AG013736|N-methyl-2-((3-((1E)-2-(pyridin-2-yl)ethenyl)-1H-indazol-6-yl)sulfanyl)benzamide|Axitinib|Inlyta|axitinib|
Tipifarnib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	TIPIFARNIB|R115777|Zarnestra|(+)-6-[Amino(4-chlorophenyl)(1-methyl-1H-imidazol-5-yl)methyl]-4-(3-chlorophenyl)-1-methyl-2(1H)-quinolinone|Tipifarnib|tipifarnib|
2,6-Dimethoxyquinone	No	No	No	BindingDB_Yes	No	10	2,6-Dimethoxy-p-Benzoquinone|2,6-Dimethoxycyclohexa-2,5-Diene-1,4-Dione|2,6-DMBQ|2,6-Dimethoxy-1,4-Benzoquinone|2,6-Dimethoxy-p-Quinone|2,6-Dimethoxyquinone|2,6-Dimethoxybenzoquinone|2,5-Cyclohexadiene-1,4-Dione, 2,6-Dimethoxy-|2,5-Cyclohexadiene-1,4-Dione, 2,6-Dimethoxy- (9CI)|p-Benzoquinone, 2,6-Dimethoxy-|
Tofacitinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	102	QCR-53|DB08895|Tasocitinib|"CP690,550"|CP690550|NCGC00244463-01|MI1|Q-9324|1259404-17-5|CP-690550|600M752|"3-{(3R,4R)-4-Methyl-3-[methyl-(7H-pyrrolo[2,3-d]pyrimidin4-yl)-amino]-piperidin-1-yl}-3-oxo-propionitrile"|SCHEMBL322753|BDBM50193995|NCGC00229511-10|"3-{(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}-3-oxopropanenitrile"|"(3R,4R)-4-methyl-3-(methyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-beta-oxo-1-piperidine propanenitrile"|NCGC00229511-04|Tofacitinib|NCGC00229511-02|3eyg|J-524314|"3-{(3R,4R)-4-Methyl-3-[methyl-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-amino]-piperidin-1-yl}-3-oxo-propionitrile"|"3-((3R,4R)-4-methyl-3-(methyl(7H-pyrrolo[2,3-d]pyr"|CCG-264998|AB01565786_02|tofacitinibum|HY-40354|Tofacitinib (USAN)|AB0007916|"3-{4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]-1-piperidinyl}-3-oxopropanenitrile"|C16H20N6O|477600-75-2 (free base)|"Tofacitinib (CP-690550, Tasocitinib)"|"3-((3R,4R)-4-Methyl(7H-Pyrrolo[2,3-D]Pyrimidin-4-Yi)Amino)Piperidin-1-Yl-3-Oxopropaneni"|GS-6106|3lxk|SB20005|ABP000824|SB20004|AOB87470|EX-A205|CHEMBL221959|BRD-K31283835-001-01-9|Xeljanz|4oti|"1-Piperidinepropanenitrile, 4-methyl-3-(methyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-beta-oxo-, (3R,4R)-"|AR-270/43507983|BCPP000274|MFCD11035919|W6440|3fup|Jaquinus|KS-000001IG|"3-[(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]-1-piperidyl]-3-oxo-propanenitrile"|CP- 690 550|"(3R,4R)-3-{4-Methyl-3-[methyl-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-amino]-piperidin-1-yl}-3-oxo-propionitrile"|"3-((3R,4R)-4-Methyl-3-(methyl(7H-pyrrolo(2,3-d)pyrimidin-4-yl)amino)piperidin-1-yl)-3-oxopropanenitrile"|ZINC3818808|CP-690-550|"CP-690,550 FREE BASE"|"CP-690,550"|"Tofacitinib (CP-690550,Tasocitinib)"|CP-690550 FREE BASE|s2789|UNII-87LA6FU830|racemic-tofacitinib|87LA6FU830|GTPL5677|KS-000006RA|CS-0050|AKOS005145814|D09970|"3-((3R,4R)-4-methyl-3-(methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)piperidin-1-yl)-3-oxopropanenitrile"|BRD-K31283835-048-04-4|Tofacitinib [USAN:INN]|HSDB 8311|CP-690|DTXSID90197271|AC-8193|PubChem16767|CTK3J8304|SC-21829|AKOS005258733|"3-{(3R,4R)-4-methyl-3-[methyl-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-amino]piperidin-1-yl}-3-oxo-propionitrile"|"3-Piperidinamine, 1-(cyanoacetyl)-4-methyl-N-methyl-N-1H-pyrrolo(2,3-d)pyrimidin-4-yl-, (3R,4R)-"|"3-[(3R*,4R*)-4-Methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl]-3-oxopropanenitrile"|Q3530324|"3-[(3R,4R)-4-methyl-3-[methyl({7H-pyrrolo[2,3-d]pyrimidin-4-yl})amino]piperidin-1-yl]-3-oxopropanenitrile"|BCP9000550|477600-75-2|CP 690550|ANW-51607|rac-Tofacitinib|cc-396|Tofacinix|CHEBI:71200|PB20522|CA10005|"3-[(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl]-3-oxopropanenitrile"|CP690550(Tasocitinib)/CP-690550|"3-((3R,4R)-rel-4-Methyl-3-(methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)piperidin-1-yl)-3-oxopropanenitrile"|
Vinorelbine Tartrate Oral	No	No	No	No	No	1	Vinorelbine Tartrate Oral|
Nutlin-3a	No	No	No	BindingDB_Yes	No	1	Nutlin-3a|
Retaspimycin	No	DrugBank_Yes	KinaseResource_Yes	No	No	4	RETASPIMYCIN|Geldanamycin, 18,21-didehydro-17-demethoxy-18,21-dideoxo-18,21-dihydroxy-17-(2-propenylamino)-|17-Allylamino-17-demethoxygeldanamycin Hydroquinone|Retaspimycin|
JQ1	IUPHAR_Yes	No	No	BindingDB_Yes	No	57	KS-0000064H|s7110| +-JQ1|JQ-1|1MRH0IMX0W|SB17021|AKOS016344680|CS-0581|3mxf|"(S)-(+)-tert-Butyl 2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepin-6-yl)acetate"|CHEBI:137113|MLS006011158|BDBM50365262|AS-16352|NCGC00250412-01|HY-13030|BB 0262647|EX-A457|SC-83046|(S)-JQ1|SYN3004|4flp|4qzs|"tert-butyl 2-((6S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate"|(+)-JQ1|"(6S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine-6-acetic acid 1,1-dimethylethyl ester"|JQ1 (+)|JQ 1|"(+)-JQ1, >=98% (HPLC)"|"(6S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]di azepine-6-acetic acid 1,1-dimethylethyl ester tert-butyl [(6S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl]acetate"|1268524-70-4|CHEBI:95080|JQ1|UNII-1MRH0IMX0W|"6H-Thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine-6-acetic acid, 4-(4-chlorophenyl)-2,3,9-trimethyl-, 1,1-dimethylethyl ester, (6S)-"|AB0047492|"(S)-(+)-tert-Butyl 2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate"|TEN-010|ACN-038216|JQ1 compound|C23H25ClN4O2S|W-5982|"Bromodomain Inhibitor, (+)-JQ1"|SCHEMBL881227|ZINC57318556|"tert-Butyl 2-((6S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepin-6-yl)acetate"|CHEMBL1957266|SMR004702930|DTXSID20155309|GTPL7511|"tert-butyl (S)-2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate"|"6H-Thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine-6-acetic acid, 4-(4-chlorophenyl)-2,3,9-trimethyl-, 1,1-dimethylethyl ester, (6S)-"|CCG-269306|"(S)-tert-butyl 2-(4-(4-chlorophenyl)-2,3,9-triMethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diaz"|Q3156953|"(S)-tert-butyl 2-(4-(4-chlorophenyl)-2,3,9-triMethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate"|(+)-JQ-1|
Panitumumab	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	10	ABX-EGF, Clone E7.6.3|PANITUMUMAB|Monoclonal_Antibody_ABX-EGF|Panitumumab|Vectibix|MoAb ABX-EGF|ABX-EGF|ABX-EGF Monoclonal Antibody|Monoclonal Antibody ABX-EGF|panitumumab|
Losartan	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	164	"(1-((2'-(1H-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl)methyl)-2-butyl-4-chloro-1H-imidazol-5-yl)methanol"|Epitope ID:140137|2-n-butyl-4-chloro-5-hydroxymethyl-1-[(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl]imidazole|Spectrum3_000998|BCP27731|"[2-butyl-4-chloro-1-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1H-imidazol-5-yl]methanol"|54244-EP2269989A1|STL419984|SPBio_001893|54244-EP2272841A1|[3H]losartan|AB01563296_01|EC 601-329-8|losartan|"Monopotassium Salt, Losartan"|KBioSS_002193|JMS50MPO89|DTXSID7023227|"1H-Imidazole-5-methanol, 2-butyl-4-chloro-1-((2'-(1H-tetrazol-5-yl)(1,1'- biphenyl)-4-yl)methyl)-"|KBio3_001915|Losartan (INN)|54244-EP2295406A1|54244-EP2298779A1|BIDD:GT0286|(1-((2'-(2h-tetrazol-5-yl)biphenyl-4-yl)methyl)-2-butyl-4-chloro-1h-imidazol-5-yl)methanol|AKOS015994740|54244-EP2308562A2|CHEBI:6541|{2-Butyl-5-chloro-3-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3H-imidazol-4-yl}-methanol|BCP9000861|BCPP000183|KBio2_004761|Q410074|2-n-butyl-4-chloro-5-hydroxymethyl-1-[[2'-(1H-tetrazol-5-yl)-biphenyl-4-yl]methyl]imidazole|DUP 89|"US9624243, Losartin"|(2-butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methanol|GTPL3941|"1H-Imidazole-5-methanol, 2-butyl-4-chloro-1-[[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]- (9CI)"|54244-EP2292620A2|(1-((2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl)-2-butyl-4-chloro-1H-imidazol-5-yl)methanol|AK326126|I497|Lortaan|Losartic (TN)|DuP-753|CAS-114798-26-4|2-butyl-4-chloro-5-(hydroxymethyl)-1-[[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl]imidazole|Tox21_111435_1|BDBM82258|KBio2_007329|C07072|114798-26-4|Oprea1_644635|CTK8E7663|MK954|"1H-imidazole-5-methanol, 2-butyl-4-chloro-1-[[2'-(2H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]-"|2-butyl-4-chloro-1-[p-(o-1H-tetrazol-5ylphenyl)benzyl]imidazole-5-methanol|DB00678|AB0013723|54244-EP2277879A1|54244-EP2301931A1|PubChem9176|Losartan Monopotassium Salt|Tox21_111435|Losartan monopotassium salt|DSSTox_RID_76933|DuP753|Losartan 114798-26-4|Spectrum5_001466|54244-EP2298776A1|D08146|DuP 753|54244-EP2295053A1|MK-954|DUP-89|BSPBio_002695|EX 89|Losartan Potassium|54244-EP2301923A1|HGP1405|GTPL590|HY-17512|MK 954|54244-EP2287165A2|[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-4-imidazolyl]methanol|[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol|"(2-butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-1H-imidazol-5-yl)methanol"|KS-5004|"2-butyl-4-chloro-1-[[2'-(2h-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]-1h-imidazole-5-methanol"|Cozaar|2-butyl-4-chloro-5-hydroxymethyl-1-[(2'-(1H-tetrazol-5-yl)-biphenyl-4-yl)methyl]imidazole|MCULE-5204931675|54244-EP2298772A1|Spectrum4_001126|54244-EP2270011A1|"2-butyl-4-chloro-1-[2'-(2H-tetrazol-5-yl)-1,1'-biphenyl-4-ylmethyl]-1H- imidazole-5-methanol"|BRD-K76205745-001-04-1|MFCD00865831|[3H]-losartan|"2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl) (1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol"|C22H23ClN6O|54244-EP2308839A1|Losartan [INN:BAN]|CCG-39095|54244-EP2301936A1|DSSTox_CID_3227|lorastan|"2-Butyl-4-chloro-1-[[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl-1H-imidazole-5-methanol"|KBioGR_001611|HMS1922J13|SR-01000763170-3|A803239|LOSARTAN POTASSIUM|SR-01000763170-4|54244-EP2287166A2|"2-BUTYL-4-CHLORO-1-[[2'-(1H-TETRAZOL-5-YL)[1,1'-BIPHENYL]-4-YL]METHYL]-1H-IMIDAZOLE-5-METHANOL"|(2-butyl-4-chloro-1-{[2'-(2H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methanol|SBI-0206766.P001|HGP-1405|AB07507|798L264|NSC_3961|ZINC3873160|AKOS015917390|"(1-((2'-(2H-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl)methyl)-2-butyl-4-chloro-1H-imidazol-5-yl)methanol"|"Potassium, Losartan"|Dup89|Losartan|BDBM318822|L000351|[2-butyl-5-chloro-3-[[4-[2-(1H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol|SR-01000763170|SC-47229|UNII-JMS50MPO89|LS-78746|NSC-758699|SCHEMBL60|Q-201321|SPECTRUM1504268|KBio2_002193|s5067|DSSTox_GSID_23227|Pharmakon1600-01504268|NCGC00095125-05|HMS2093E22|NSC758699|BRD-K76205745-001-02-5|CAS_114798-26-4|HSDB 7043|NCGC00095125-02|Spectrum2_001677|NCGC00095125-03|F2173-0506|NCGC00095125-01|"[2-butyl-5-chloranyl-3-[[4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol"|54244-EP2305219A1|HMS3715L11|Spectrum_001713|Hyzaar|2-butyl-4-chloro-5-hydroxymethyl-1-[(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl]imidazole|"Salt, Losartan Monopotassium"|KS-00000GI2|FT-0631074|
Carbon C 14 Eribulin Acetate	No	No	No	No	No	2	14C-Eribulin Acetate|Carbon C 14 Eribulin Acetate|
Sivifene	No	DrugBank_Yes	No	No	No	5	4,4'-Dihydroxybenzophenone 2,4-dinitrophenylhydrazone|SIVIFENE|A-007|Sivifene|Aryl Hydrazone A-007 Gel|
Genistein	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	9	5,7-Dihydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one|genistein|4',5,7-Trihydroxyisoflavone|Genistein|Genestein|4',5, 7-Trihydroxyisoflavone|GENISTEIN|Genisteol|Prunetol|
Vinblastine Sulfate	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	16	Vinblastine|29060 LE|VINBLASTINE SULFATE|Velsar|vinblastine sulfate|VINBLASTINE|VINCALEUKOBLASTINE|Velbe|VLB|Vincaleucoblastine|Vinblastine_Sulfate|Velban|Vinblastine Sulfate|vinblastine|29060-LE|Exal|
Gefitinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	GEFITINIB|Iressa|N-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-(4-morpholin) propoxy]-4-quinazolinamine|ZD 1839|gefitinib|Gefitinib|4-(3'-Chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|ZD1839|
Roscovitine	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	2	Seliciclib|CYC202|
Gilteritinib Fumarate	No	No	No	No	No	7	GILTERITINIB FUMARATE|Gilteritinib Fumarate|ASP-2215 Hemifumarate|Gilteritinib Hemifumarate|2-Pyrazinecarboxamide, 6-ethyl-3-((3-methoxy-4-(4-(4-methyl-1-piperazinyl)-1-piperidinyl)phenyl)amino)-5-((tetrahydro-2H-pyran-4-yl)amino)-, (2E)-2-Butenedioate (2:1)|ASP2215 Hemifumarate|Xospata|
Radgocitabine	No	No	No	No	No	6	RADGOCITABINE|Deoxycytidine Analogue TAS-109|4-Amino-L-(2-cyano-2-deoxy-beta-D-arabinofuranosyl)- 2(1H)-pyrimidinone|Radgocitabine|TAS-109|CNDAC|
mTOR Kinase Inhibitor PP242	IUPHAR_Yes	No	No	No	No	4	PP-242|2-(4-Amino-1-isopropyl-1H-pyrazolo(3,4-d)pyrimidin-3-yl)-1H-indol-5-ol|PP242|mTOR Kinase Inhibitor PP242|
Aziridinylbenzoquinone RH1	No	No	No	No	No	3	Aziridinylbenzoquinone RH1|2,5-Diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone|RH1|
Motesanib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	2	Motesanib|MOTESANIB|
