Ligand id,Name,Species,Type,Approved,Withdrawn,Labelled,Radioactive,PubChem SID,PubChem CID,UniProt id,IUPAC name,INN,Synonyms,SMILES,InChIKey,InChI
5864,15R-TIC,,Synthetic organic,,,,,178102488,9821452,,"5-[(3aS,5R,6R,6aS)-5-hydroxy-6-[(E,3R)-3-hydroxy-4-(3-methylphenyl)but-1-enyl]-1,3a,4,5,6,6a-hexahydropentalen-2-yl]pentanoic acid",,,OC(=O)CCCCC1=C[C@@H]2[C@H](C1)[C@H]([C@@H](C2)O)/C=C/[C@@H](Cc1cccc(c1)C)O,WECZQLFTKNIXDD-RNJUVHPUSA-N,"InChI=1S/C24H32O4/c1-16-5-4-7-17(11-16)13-20(25)9-10-21-22-14-18(6-2-3-8-24(27)28)12-19(22)15-23(21)26/h4-5,7,9-12,19-23,25-26H,2-3,6,8,13-15H2,1H3,(H,27,28)/b10-9+/t19-,20-,21+,22-,23+/m0/s1"
3401,15S-HETE,,Metabolite,,,,,135651378,5280724,,"(5Z,8Z,11Z,13E,15S)-15-hydroxyicosa-5,8,11,13-tetraenoic acid",icomucret,15(S)-hydroxyeicosatetraenoic acid|15-HETE,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,JSFATNQSLKRBCI-VAEKSGALSA-N,"InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4-,10-8-,11-9-,17-14+/t19-/m0/s1"
2482,15S-HPETE,,Metabolite,,,,,135651379,5280893,,"(5Z,8Z,11Z,13E,15S)-15-hydroperoxyicosa-5,8,11,13-tetraenoic acid",,15(S)-HPETE|15-(S)-hydroperoxyeicosatetraenoic acid,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,BFWYTORDSFIVKP-VAEKSGALSA-N,"InChI=1S/C20H32O4/c1-2-3-13-16-19(24-23)17-14-11-9-7-5-4-6-8-10-12-15-18-20(21)22/h4-5,8-11,14,17,19,23H,2-3,6-7,12-13,15-16,18H2,1H3,(H,21,22)/b5-4-,10-8-,11-9-,17-14+/t19-/m0/s1"
1926,"16,16-dimethyl-PGE<sub>2</sub>",,Metabolite,,,,,135651380,5283066,,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3R)-3-hydroxy-4,4-dimethyloct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid",,"16,16-dimethylprostaglandin E2",CCCCC([C@@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)(C)C,QAOBBBBDJSWHMU-WMBBNPMCSA-N,"InChI=1S/C22H36O5/c1-4-5-14-22(2,3)20(25)13-12-17-16(18(23)15-19(17)24)10-8-6-7-9-11-21(26)27/h6,8,12-13,16-17,19-20,24-25H,4-5,7,9-11,14-15H2,1-3H3,(H,26,27)/b8-6-,13-12+/t16-,17-,19-,20-/m1/s1"
6923,16-HETE,,Metabolite,,,,,178103505,6442739,,"(5Z,8Z,11Z,14Z)-16-hydroxyicosa-5,8,11,14-tetraenoic acid",,,CCCCC(/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,JEKNPVYFNMZRJG-UFINWASNSA-N,"InChI=1S/C20H32O3/c1-2-3-16-19(21)17-14-12-10-8-6-4-5-7-9-11-13-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4-,10-8-,11-9-,17-14-"
6291,"1,6-hexamethylene diisocyanate",,Synthetic organic,,,,,178102911,13192,,"1,6-Diisocyanatohexane",,HDI|HMDI,O=C=NCCCCCCN=C=O,RRAMGCGOFNQTLD-UHFFFAOYSA-N,InChI=1S/C8H12N2O2/c11-7-9-5-3-1-2-4-6-10-8-12/h1-6H2
5103,17&alpha;-hydroxypregnenolone,,Metabolite,,,,,178101796,91451,,"1-[(1S,2R,5S,10R,11S,14R,15S)-5,14-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-yl]ethan-1-one",,17&alpha; hydroxypregnenolone|17-hydroxypregnenolone|17-OH-pregnenolone,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@]2(O)C(=O)C)C)C1)C,JERGUCIJOXJXHF-TVWVXWENSA-N,"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,15-18,23-24H,5-12H2,1-3H3/t15-,16+,17-,18-,19-,20-,21-/m0/s1"
5104,17&alpha;-hydroxyprogesterone,,Metabolite,,,,,178101797,6238,,"(1S,2R,10R,11S,14R,15S)-14-acetyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",,17&alpha; hydroxyprogesterone|17-OH progesterone|17OHP,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,"InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3/t16-,17+,18+,19+,20+,21+/m1/s1"
1013,17&beta;-estradiol,,Metabolite,yes,,,,135651381,5757,,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",estradiol,E2|estrogen|oestrodiol|oestrogen,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,VOXZDWNPVJITMN-ZBRFXRBCSA-N,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1"
8851,17-octadecynoic acid,,Synthetic organic,,,,,252827508,1449,,octadec-17-ynoic acid,,17-ODYA,C#CCCCCCCCCCCCCCCCC(=O)O,DZIILFGADWDKMF-UHFFFAOYSA-N,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h1H,3-17H2,(H,19,20)"
1912,17-phenyl-<i>&omega;</i>-trinor-PGE<sub>2</sub>,,Metabolite,,,,,135651383,5283068,,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxy-5-phenylpent-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid",,17-Ph-&omega;-trinor-PGE2|17-phenyl-<i>&omega;</i>-trinor-prostaglandin E2|17-phenyl-PGE<sub>2</sub>|17-phenyl-trinor-PGE2,OC(=O)CCC/C=C\C[C@H]1C(=O)C[C@H]([C@@H]1/C=C/[C@H](CCc1ccccc1)O)O,FOBVMYJQWZOGGJ-XYRJXBATSA-N,"InChI=1S/C23H30O5/c24-18(13-12-17-8-4-3-5-9-17)14-15-20-19(21(25)16-22(20)26)10-6-1-2-7-11-23(27)28/h1,3-6,8-9,14-15,18-20,22,24,26H,2,7,10-13,16H2,(H,27,28)/b6-1-,15-14+/t18-,19+,20+,22+/m0/s1"
6924,18-HETE,,Metabolite,,,,,178103506,6442778,,"(5Z,8Z,11Z,14Z)-18-hydroxyicosa-5,8,11,14-tetraenoic acid",,,CCC(CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,PPCHNRUZQWLEMF-XBOCNYGYSA-N,"InChI=1S/C20H32O3/c1-2-19(21)17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20(22)23/h4-7,10-13,19,21H,2-3,8-9,14-18H2,1H3,(H,22,23)/b6-4-,7-5-,12-10-,13-11-"
3400,18R-HEPE,,Metabolite,,,,,178100412,16061126,,"(5Z,8Z,11Z,14Z,16E,18R)-18-hydroxyicosa-5,8,11,14,16-pentaenoic acid",,18R HEPE|18R-hydroxyeicosapentaenoic acid,CC[C@H](/C=C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,LRWYBGFSVUBWMO-UAAZXLHOSA-N,"InChI=1S/C20H30O3/c1-2-19(21)17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20(22)23/h4-7,10-13,15,17,19,21H,2-3,8-9,14,16,18H2,1H3,(H,22,23)/b6-4-,7-5-,12-10-,13-11-,17-15+/t19-/m1/s1"
5105,18S-HEPE,,Metabolite,,,,,178101798,52921893,,"(5Z,8Z,11Z,14Z,16E,18S)-18-hydroxyicosa-5,8,11,14,16-pentaenoic acid",,18S-hydroxyeicosapentaenoate,CC[C@@H](/C=C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,LRWYBGFSVUBWMO-OKIFYYRFSA-N,"InChI=1S/C20H30O3/c1-2-19(21)17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20(22)23/h4-7,10-13,15,17,19,21H,2-3,8-9,14,16,18H2,1H3,(H,22,23)/b6-4-,7-5-,12-10-,13-11-,17-15+/t19-/m0/s1"
5106,18S-resolvin E1,,Metabolite,,,,,178101799,52921890,,"(5S,6Z,8E,10E,12R,14Z,16E,18S)-5,12,18-trihydroxyicosa-6,8,10,14,16-pentaenoic acid",,18S-RvE1,CC[C@@H](/C=C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O)O,AOPOCGPBAIARAV-JJVMZPRHSA-N,"InChI=1S/C20H30O5/c1-2-17(21)11-8-5-9-14-18(22)12-6-3-4-7-13-19(23)15-10-16-20(24)25/h3-9,11-13,17-19,21-23H,2,10,14-16H2,1H3,(H,24,25)/b4-3+,9-5-,11-8+,12-6+,13-7-/t17-,18-,19+/m0/s1"
4100,"1,9-dideoxyforskolin",,Natural product,,,,,178100923,107948,,"(3R,4aS,5S,6S,6aS,10aS,10bR)-3-ethenyl-6-hydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-dodecahydro-1H-naphtho[2,1-b]pyran-5-yl acetate",,,C=C[C@@]1(C)CC(=O)[C@H]2[C@@](O1)(C)[C@@H](OC(=O)C)[C@H]([C@@H]1[C@]2(C)CCCC1(C)C)O,ZKZMDXUDDJYAIB-SUCLLAFCSA-N,"InChI=1S/C22H34O5/c1-8-20(5)12-14(24)16-21(6)11-9-10-19(3,4)17(21)15(25)18(26-13(2)23)22(16,7)27-20/h8,15-18,25H,1,9-12H2,2-7H3/t15-,16+,17-,18-,20-,21+,22-/m0/s1"
1947,19(<i>R</i>)-OH-PGE<sub>2</sub>,,Metabolite,,,,,135651384,5283038,,"(Z)-7-[(1R,2R,3R)-2-[(E,3S,7R)-3,7-dihydroxyoct-1-enyl]-3-hydroxy-5-oxocyclopentyl]hept-5-enoic acid",,19(<i>R</i>)-hydroxy-PGE<sub>2</sub>|19R-(OH)-PGE<sub>2</sub>,O[C@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O)CCC[C@H](O)C,WTJYDBMHYPQFNJ-ZUVVJKHESA-N,"InChI=1S/C20H32O6/c1-14(21)7-6-8-15(22)11-12-17-16(18(23)13-19(17)24)9-4-2-3-5-10-20(25)26/h2,4,11-12,14-17,19,21-22,24H,3,5-10,13H2,1H3,(H,25,26)/b4-2-,12-11+/t14-,15+,16-,17-,19-/m1/s1"
6298,1'-acetoxychavicol acetate,,Synthetic organic,,,,,178102918,119104,,[4-[(1S)-1-acetyloxyprop-2-enyl]phenyl] acetate,,,C=C[C@@H](c1ccc(cc1)OC(=O)C)OC(=O)C,JAMQIUWGGBSIKZ-ZDUSSCGKSA-N,"InChI=1S/C13H14O4/c1-4-13(17-10(3)15)11-5-7-12(8-6-11)16-9(2)14/h4-8,13H,1H2,2-3H3/t13-/m0/s1"
3136,1-allyl-2-[3-(isopropylamino)propoxy]-9H-carbazole,,Synthetic organic,,,,,135649655,9949081,,(3-{[1-(prop-2-en-1-yl)-9H-carbazol-2-yl]oxy}propyl)(propan-2-yl)amine,,,C=CCc1c(OCCCNC(C)C)ccc2c1[nH]c1c2cccc1,UQDMMPHZGIOABI-UHFFFAOYSA-N,"InChI=1S/C21H26N2O/c1-4-8-18-20(24-14-7-13-22-15(2)3)12-11-17-16-9-5-6-10-19(16)23-21(17)18/h4-6,9-12,15,22-23H,1,7-8,13-14H2,2-3H3"
3135,1-allyl-2-[3-(isopropylamino)propoxy]-9H-xanthen-9-one,,Synthetic organic,,,,,135649656,56947004,,1-(prop-2-en-1-yl)-2-{3-[(propan-2-yl)amino]propoxy}-9H-xanthen-9-one,,,C=CCc1c(OCCCNC(C)C)ccc2c1c(=O)c1c(o2)cccc1,NZEPLPVSYIYMMM-UHFFFAOYSA-N,"InChI=1S/C22H25NO3/c1-4-8-16-18(25-14-7-13-23-15(2)3)11-12-20-21(16)22(24)17-9-5-6-10-19(17)26-20/h4-6,9-12,15,23H,1,7-8,13-14H2,2-3H3"
711,1-arylmethylpyrrolidin-2-yl ethanol amine,,Synthetic organic,,,,,135649657,44405854,,3-{[(2R)-2-[(1R)-2-{[1-(1-benzothiophen-2-yl)-2-methylpropan-2-yl]amino}-1-hydroxyethyl]pyrrolidin-1-yl]methyl}benzonitrile,,compound 26a [PMID: 16216508],N#Cc1cccc(c1)CN1CCC[C@@H]1[C@@H](CNC(Cc1cc2c(s1)cccc2)(C)C)O,HCLQARMRCPEALF-DNQXCXABSA-N,"InChI=1S/C26H31N3OS/c1-26(2,15-22-14-21-9-3-4-11-25(21)31-22)28-17-24(30)23-10-6-12-29(23)18-20-8-5-7-19(13-20)16-27/h3-5,7-9,11,13-14,23-24,28,30H,6,10,12,15,17-18H2,1-2H3/t23-,24-/m1/s1"
8018,1-azakenpaullone,,Synthetic organic,,,,,249565698,6538897,,,,azakenpaullone,O=C1Nc2cccnc2c2c(C1)c1cc(Br)ccc1[nH]2,NTSBZVCEIVPKBJ-UHFFFAOYSA-N,"InChI=1S/C15H10BrN3O/c16-8-3-4-11-9(6-8)10-7-13(20)18-12-2-1-5-17-15(12)14(10)19-11/h1-6,19H,7H2,(H,18,20)"
1436,1-benzyl-APDC,,Synthetic organic,,,,,135649658,15508178,,"4-amino-1-(phenylmethyl)pyrrolidine-2,4-dicarboxylic acid",,,OC(=O)[C@H]1C[C@](CN1Cc1ccccc1)(N)C(=O)O,LYCSUAGKQMUTBR-ZWNOBZJWSA-N,"InChI=1S/C13H16N2O4/c14-13(12(18)19)6-10(11(16)17)15(8-13)7-9-4-2-1-3-5-9/h1-5,10H,6-8,14H2,(H,16,17)(H,18,19)/t10-,13-/m1/s1"
6991,[1-bromo-(3S)-hydrox-4-(palmitoyloxy)butyl]phosphate,,Synthetic organic,,,,,178103570,23682233,,sodium;[(3S)-1-bromo-4-hexadecanoyloxy-3-hydroxybutyl]-hydroxyphosphinate,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](CC(P(=O)(O[Na])O)Br)O,XCUPLWPVEJCIBO-HMEPSURWSA-M,"InChI=1S/C20H40BrO6P.Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-20(23)27-17-18(22)16-19(21)28(24,25)26;/h18-19,22H,2-17H2,1H3,(H2,24,25,26);/q;+1/p-1/t18-,19?;/m0./s1"
4642,1-deoxynojirimycin,,Natural product,,,,,178101359,29435,,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol",,AT-2220|duvoglustat|S-GI,OC[C@H]1NC[C@@H]([C@H]([C@@H]1O)O)O,LXBIFEVIBLOUGU-JGWLITMVSA-N,"InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1"
4744,1-deoxynojirimycin-1-sulfonic acid,,Synthetic organic,,,,,178101455,11128501,,"(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)piperidine-2-sulfonic acid",,,OC[C@H]1N[C@H]([C@@H]([C@H]([C@@H]1O)O)O)S(=O)(=O)O,PLICPKOWHZITQE-DVKNGEFBSA-N,"InChI=1S/C6H13NO7S/c8-1-2-3(9)4(10)5(11)6(7-2)15(12,13)14/h2-11H,1H2,(H,12,13,14)/t2-,3-,4+,5-,6+/m1/s1"
1477,1DMe,,Peptide,,,,,135651955,132709,,(2S)-2-[[(2S)-1-[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]-methylamino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-5-oxopentanoyl]pyrrolidine-2-carbonyl]amino]-N-[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]pentanediamide,,"[D-Tyr<sup>1</sup>,(NMe)Phe<sup>3</sup>]neuropeptide FF|[D.Tyr<sup>1</sup>,(N.Me)Phe<sup>3</sup>]NPFF",CC(C[C@H](N(C(=O)[C@H](Cc1ccc(cc1)O)N)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CCCN=C(N)N)CCC(=O)N)CCC(=O)N)Cc1ccccc1)C,UQGBICZACVFETI-YTAGXALCSA-N,"InChI=1S/C55H78N14O11/c1-32(2)28-44(68(3)53(79)37(56)29-35-18-20-36(70)21-19-35)52(78)67-42(31-34-14-8-5-9-15-34)50(76)65-40(23-25-46(58)72)54(80)69-27-11-17-43(69)51(77)64-39(22-24-45(57)71)49(75)63-38(16-10-26-62-55(60)61)48(74)66-41(47(59)73)30-33-12-6-4-7-13-33/h4-9,12-15,18-21,32,37-44,70H,10-11,16-17,22-31,56H2,1-3H3,(H2,57,71)(H2,58,72)(H2,59,73)(H,63,75)(H,64,77)(H,65,76)(H,66,74)(H,67,78)(H4,60,61,62)/t37-,38-,39-,40-,41-,42-,43-,44-/m0/s1"
8551,1G244,,Synthetic organic,,,,,252166752,56658139,,"(2S)-2-amino-4-[4-[bis(4-fluorophenyl)methyl]piperazin-1-yl]-1-(1,3-dihydroisoindol-2-yl)butane-1,4-dione",,,N[C@H](C(=O)N1Cc2c(C1)cccc2)CC(=O)N1CCN(CC1)C(c1ccc(cc1)F)c1ccc(cc1)F,ZKIQFLSGMMYCGS-SANMLTNESA-N,"InChI=1S/C29H30F2N4O2/c30-24-9-5-20(6-10-24)28(21-7-11-25(31)12-8-21)34-15-13-33(14-16-34)27(36)17-26(32)29(37)35-18-22-3-1-2-4-23(22)19-35/h1-12,26,28H,13-19,32H2/t26-/m0/s1"
1365,"(1<i>S</i>,3<i>R</i>)-ACPD",,Synthetic organic,,,,,135649666,104766,,"(1S,3R)-1-aminocyclopentane-1,3-dicarboxylic acid",,"(1<i>S</i>,3<i>R</i>)-1-ACPD|(1<i>S</i>,3<i>S</i>)-ACPD|1S,3R-ACPD|trans-ACPD",OC(=O)[C@@H]1CC[C@@](C1)(N)C(=O)O,YFYNOWXBIBKGHB-FBCQKBJTSA-N,"InChI=1S/C7H11NO4/c8-7(6(11)12)2-1-4(3-7)5(9)10/h4H,1-3,8H2,(H,9,10)(H,11,12)/t4-,7+/m1/s1"
6500,1-methylcyclopropanecarboxylic acid,,Synthetic organic,,,,,178103114,81326,,1-methylcyclopropane-1-carboxylic acid,,,OC(=O)C1(C)CC1,DIZKLZKLNKQFGB-UHFFFAOYSA-N,"InChI=1S/C5H8O2/c1-5(2-3-5)4(6)7/h2-3H2,1H3,(H,6,7)"
8225,1-methyl-L-tryptophan,,Synthetic organic,,,,,249565905,676159,,(2S)-2-amino-3-(1-methylindol-3-yl)propanoic acid,,1-L-MT|1-LMT,OC(=O)[C@H](Cc1cn(c2c1cccc2)C)N,ZADWXFSZEAPBJS-JTQLQIEISA-N,"InChI=1S/C12H14N2O2/c1-14-7-8(6-10(13)12(15)16)9-4-2-3-5-11(9)14/h2-5,7,10H,6,13H2,1H3,(H,15,16)/t10-/m0/s1"
4694,1-methyltryptophan,,Synthetic organic,,,,,178101407,98112,,2-amino-3-(1-methyl-1H-indol-3-yl)propanoic acid,,,OC(=O)C(Cc1cn(c2c1cccc2)C)N,ZADWXFSZEAPBJS-UHFFFAOYSA-N,"InChI=1S/C12H14N2O2/c1-14-7-8(6-10(13)12(15)16)9-4-2-3-5-11(9)14/h2-5,7,10H,6,13H2,1H3,(H,15,16)"
3,1-naphthylpiperazine,,Synthetic organic,,,,,135649669,1342,,1-naphthalen-1-ylpiperazine,,1-NP,N1CCN(CC1)c1cccc2c1cccc2,VNICFCQJUVFULD-UHFFFAOYSA-N,"InChI=1S/C14H16N2/c1-2-6-13-12(4-1)5-3-7-14(13)16-10-8-15-9-11-16/h1-7,15H,8-11H2"
1944,1-OH-PGE<sub>1</sub>,,Metabolite,,,,,135651385,6438402,,"7-[(1R,2R,3R)-2-[(E,3S)-3,7-dihydroxyoct-1-enyl]-3-hydroxy-5-oxocyclopentyl]heptanoic acid",,19-hydroxy-PGE1|19-hydroxyprostaglandin E1|19-OH PGE1,O[C@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O)CCCC(O)C,QVVXWHIDRKRPMO-LXCOYWBSSA-N,"InChI=1S/C20H34O6/c1-14(21)7-6-8-15(22)11-12-17-16(18(23)13-19(17)24)9-4-2-3-5-10-20(25)26/h11-12,14-17,19,21-22,24H,2-10,13H2,1H3,(H,25,26)/b12-11+/t14?,15-,16+,17+,19+/m0/s1"
5756,1-oleoyl glycerol,,Synthetic organic,,,,,178102381,5283468,,"2,3-dihydroxypropyl (Z)-octadec-9-enoate",,,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,RZRNAYUHWVFMIP-KTKRTIGZSA-N,"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-"
5650,1-palmitoyl-lysophosphatidylcholine,,Metabolite,,,,,178102278,10097314,,[(2S)-3-hexadecanoyloxy-2-hydroxypropyl] 2-trimethylazaniumylethyl phosphate,,LPC 16:0|lysophosphatidylcholine(16:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(OCC[N+](C)(C)C)[O-])O,ASWBNKHCZGQVJV-QHCPKHFHSA-N,"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m0/s1"
2284,1-phenylbiguanide,,Synthetic organic,,,,,135649670,4780,,1-(diaminomethylidene)-2-phenylguanidine,,,NC(=Nc1ccccc1)N=C(N)N,CUQCMXFWIMOWRP-UHFFFAOYSA-N,"InChI=1S/C8H11N5/c9-7(10)13-8(11)12-6-4-2-1-3-5-6/h1-5H,(H6,9,10,11,12,13)"
5651,1-stearoyl-lysophosphatidylcholine,,Metabolite,,,,,178102279,497299,,[(2R)-2-hydroxy-3-octadecanoyloxypropyl] 2-trimethylazaniumylethyl phosphate,,LPC 18:0|lysophosphatidylcholine (18:0)|stearoyl alpha-lysolecithin,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(OCC[N+](C)(C)C)[O-])O,IHNKQIMGVNPMTC-RUZDIDTESA-N,"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1"
4103,20-HETE,,Metabolite,,,,,178100926,5283157,,"(5Z,8Z,11Z,14Z)-20-hydroxyicosa-5,8,11,14-tetraenoic acid",,20-hydroxyeicosatetraenoic acid,OCCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,NNDIXBJHNLFJJP-DTLRTWKJSA-N,"InChI=1S/C20H32O3/c21-19-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18-20(22)23/h1,3-4,6-7,9-10,12,21H,2,5,8,11,13-19H2,(H,22,23)/b3-1-,6-4-,9-7-,12-10-"
3399,20-hydroxy-LTB<sub>4</sub>,,Metabolite,,,,,135651386,5280745,,"(5S,6Z,8E,10E,12R,14Z)-5,12,20-trihydroxyicosa-6,8,10,14-tetraenoic acid",,,OCCCCC/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O,PTJFJXLGRSTECQ-PSPARDEHSA-N,"InChI=1S/C20H32O5/c21-17-10-6-2-1-3-7-12-18(22)13-8-4-5-9-14-19(23)15-11-16-20(24)25/h3-5,7-9,13-14,18-19,21-23H,1-2,6,10-12,15-17H2,(H,24,25)/b5-4+,7-3-,13-8+,14-9-/t18-,19-/m1/s1"
3434,20S-hydroxycholesterol,,Metabolite,,,,,178100436,66764985,,"(3R,8S,9S,10R,13R,14S,17R)-17-[(1S)-1,5-dimethylhexyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-1,3-diol",,20<i>S</i>-OHC,CC(CCC[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)C(O)C[C@@H](C2)O)C)C,UXFVRWPSABSGRQ-GFHPJIRMSA-N,"InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)22-11-12-23-21-10-9-19-15-20(28)16-25(29)27(19,5)24(21)13-14-26(22,23)4/h9,17-18,20-25,28-29H,6-8,10-16H2,1-5H3/t18-,20+,21-,22+,23-,24-,25?,26+,27-/m0/s1"
6329,"2,2,2-TEMPS",,Synthetic organic,,,,,178102947,11362035,,"2,2,2-trifluoro-N-(3-pentan-2-yloxyphenyl)-N-(pyridin-3-ylmethyl)ethanesulfonamide",,,CCCC(Oc1cccc(c1)N(S(=O)(=O)CC(F)(F)F)Cc1cccnc1)C,ICFXZBZASBXILF-UHFFFAOYSA-N,"InChI=1S/C19H23F3N2O3S/c1-3-6-15(2)27-18-9-4-8-17(11-18)24(13-16-7-5-10-23-12-16)28(25,26)14-19(20,21)22/h4-5,7-12,15H,3,6,13-14H2,1-2H3"
3213,"2,2-difluoromevalonate 5-diphosphate",,Synthetic organic,,,,,135649680,24779755,,"2,2-difluoro-3-hydroxy-5-(hydroxy-phosphonooxyphosphoryl)oxy-3-methylpentanoic acid",,,OC(=O)C(C(CCOP(=O)(OP(=O)(O)O)O)(O)C)(F)F,TYAGFMDNISQMRJ-UHFFFAOYSA-N,"InChI=1S/C6H12F2O10P2/c1-5(11,6(7,8)4(9)10)2-3-17-20(15,16)18-19(12,13)14/h11H,2-3H2,1H3,(H,9,10)(H,15,16)(H2,12,13,14)"
1729,"2,2'-pyridylisatogen tosylate",,Synthetic organic,,,,,135649681,124333,,4-methylbenzenesulfonic acid; 1-oxido-2-pyridin-2-ylindol-1-ium-3-one,,PIT,[O-][N+]1=C(c2ccccn2)C(=O)c2c1cccc2.Cc1ccc(cc1)S(=O)(=O)O,MMPTYEXNPWSTOR-UHFFFAOYSA-N,"InChI=1S/C13H8N2O2.C7H8O3S/c16-13-9-5-1-2-7-11(9)15(17)12(13)10-6-3-4-8-14-10;1-6-2-4-7(5-3-6)11(8,9)10/h1-8H;2-5H,1H3,(H,8,9,10)"
